Year,Month,#,CODE,Authors,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,Conference,Location,Invited,Organization,Pages,Title,Volume,Eval,Given?
2015,12,J,C15J,"Tian, D and Estes, LD and Evans, TP and Caylor, K.K. and Sheffield, J and Wood, EF","Tian, D.","Estes, L.D.","Evans, T.P.","Caylor, K.K.","Sheffield, J.","Wood, E.F.",,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Impacts of intra-seasonal agricultural decision-making and forecast information on maize production in Zambia,,0,
2015,12,K,C15K,"Evans, TP and Attari, S and Plale, BA and Caylor, K.K. and Estes, LD and Sheffield, J","Evans, T.P.","Attari, S.","Plale, B.A.","Caylor, K.K.","Estes, L.D.","Sheffield, J.",,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,New Approaches to Capture High Frequency Agricultural Dynamics in Africa through Mobile Phones,,0,
2015,12,L,C15L,"Gerlein-Safdi, C and Sinkler, CJ and Caylor, K.K.","Gerlein-Safdi, C.","Sinkler, C.J.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Foliar Shielding: How Non-Meteoric Water Deposition Helps Leaves Survive Drought by Reducing Incoming Energy,,0,
2015,12,M,C15M,"Sheffield, J and He, X and Wanders, N and Wood, EF and Ali, A and Olang, L and Estes, LD and Caylor, K.K. and Evans, TP","Sheffield, J.","He, X.","Wanders, N.","Wood, E.F.","Ali, A.","Olang, L.","Estes, L.D.","Caylor, K.K.","Evans, T.P.",,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Translating the potential of hydrological forecasts into improved decision making in African regions,,0,
2015,12,N,C15N,"Chang, E and Caylor, K.K. and Gerlein-Safdi, C and Wolf, A","Chang, E.","Caylor, K.K.","Gerlein-Safdi, C.","Wolf, A.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Solid Phase Extraction Using C-18 Sorbents to Treat Organics in Water and Eliminate Spectral Interference in Isotope Ratio Infrared Spectroscopy,,0,
2015,12,O,C15O,"Wang, L and Manzoni, S and Ravi, S and Riveros-Iregui, DA and Caylor, K.K.","Wang, L.","Manzoni, S.","Ravi, S.","Riveros-Iregui, D.A.","Caylor, K.K.",,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Dynamic interactions of ecohydrological and biogeochemical processes in water-stressed environments,,0,
2015,12,P,C15P,"Gower, D and Caylor, K.K. and McCord, PF and Evans, TP","Gower, D.","Caylor, K.K.","McCord, P.F.","Evans, T.P.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Modeling the impacts of regulatory frameworks on self-organization in dryland agricultural systems,,0,
2014,4,A,C14A,"Pizzolla, Teresa and Manfreda, Salvatore and Caylor, Kelly and Gioia, Andrea and Iacobellis, Vito","Pizzolla, T.","Manfreda, S.","Caylor, K.","Gioia, A.","Iacobellis, V.",,,,,,,,,,,,,,,,,EGU General Assembly Conference,,,,,The soil water balance in a mosaic of clumped vegetation,16,0,
2014,12,B,C14B,"Caylor, K.K. and Wolf, A and Siegfried, B","Caylor, K.K.","Wolf, A.","Siegfried, B.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,"Addressing critical environmental data gaps via low-cost, real-time, cellular-based environmental monitoring",,0,
2014,12,C,C14C,"Wang, L and Good, SP and Caylor, K.K.","Wang, L.","Good, S.P.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Global Synthesis of Vegetation Control on Evapotranspiration Partition,,0,
2014,12,D,C14D,"Debats, SR and Luo, D and Estes, LD and Fuchs, T and Caylor, K.K.","Debats, S.R.","Luo, D.","Estes, L.D.","Fuchs, T.","Caylor, K.K.",,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Mapping Agricultural Fields in Sub-Saharan Africa with a Computer Vision Approach,,0,
2014,12,E,C14E,"Wayland, H and Caylor, K.K.","Wayland, H.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Continuous Observations of Leaf Transpiration Isotopic Composition in Two Dryland Species Highlight Sensitivity to Changes in Irradiance and Soil Water Content.,,0,
2014,12,F,C14F,"DeCarlo, KF and Spiegel, M and Caylor, K.K.","DeCarlo, K.F.","Spiegel, M.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Biological Dimensions of Crack Morphology in Dryland Soils,,0,
2014,12,G,C14G,"Caylor, K.K. and Evans, TP and Estes, LD and Sheffield, J and Plale, BA and Attari, S","Caylor, K.K.","Evans, T.P.","Estes, L.D.","Sheffield, J.","Plale, B.A.","Attari, S.",,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Impacts of agricultural decision making and adaptive management on food security in africa,,0,
2014,12,H,C14H,"Sinkler, CJ and Gerlein-Safdi, C and Caylor, K.K.","Sinkler, C.J.","Gerlein-Safdi, C.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Modeling Foliar Uptake in Colocasia Esculenta Using High Resolution Maps of Leaf Water Isotopes,,0,
2014,12,I,C14I,"Estes, LD and Caylor, K.K. and Chaney, N and Herrera-Estrada, JE and Sheffield, J and Wood, EF","Estes, L.D.","Caylor, K.K.","Chaney, N.","Herrera-Estrada, J.E.","Sheffield, J.","Wood, E.F.",,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Recents declines in potential evapotranspiration over South Africa: potential causes and implications for maize yield and irrigation demand,,0,
2014,12,J,C14J,"Riihimaki, CA and Caylor, K.K. and Wilcove, DS","Riihimaki, C.A.","Caylor, K.K.","Wilcove, D.S.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Planetary boundaries and environmental citizenship: enhancing environmental science through the Princeton University Science and Engineering Education Initiative,,0,
2014,12,K,C14K,"Gerlein-Safdi, C and Sinkler, CJ and Caylor, K.K.","Gerlein-Safdi, C.","Sinkler, C.J.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Creating High-Resolution Maps of Leaf Water Isotopes Using IM-CRDS and IRMS Techniques,,0,
2013,4,A,C13A,"Scanlon, Todd and Caylor, Kelly and Saha, Michael and D'Odorico, Paolo","Scanlon, T.","Caylor, K.","Saha, M.","D'Odorico, P.",,,,,,,,,,,,,,,,,,EGU General Assembly Conference,,,,,Vegetation Dynamics in Response to Interannual Rainfall Variability in Southern Africa,15,0,
2013,4,B,C13B,"Good, Stephen and O'Connor, Molly and Soderberg, Keir and Wang, Lixin and Caylor, Kelly","Good, S.","O'Connor, M.","Soderberg, K.","Wang, L.","Caylor, K.",,,,,,,,,,,,,,,,,EGU General Assembly Conference,,,,,Analysis of the distribution of the isotopic composition of evapotranspiration flux in a semi-arid savanna.,15,0,
2013,12,V,C13V,"McCord, PF and Evans, TP and Dell'Angelo, J and Gower, D and McBride, L and Caylor, K.K.","McCord, P.F.","Evans, T.P.","Dell'Angelo, J.","Gower, D.","McBride, L.","Caylor, K.K.",,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Water governance within Kenya's Upper Ewaso Ng'iro Basin: Assessing the performance of water projects,,0,
2013,12,D,C13D,"Manfreda, S and Pizzolla, T and Caylor, K.K.","Manfreda, S.","Pizzolla, T.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Soil Water Dynamics in a Clumped Vegetation Pattern,,0,
2013,12,E,C13E,"Debats, SR and Fuchs, TJ and Thompson, DR and Estes, LD and Evans, TP and Caylor, K.K.","Debats, S.R.","Fuchs, T.J.","Thompson, D.R.","Estes, L.D.","Evans, T.P.","Caylor, K.K.",,,,,,,,,,,,,,,,AGU Fall Meeting,,,,,A Machine Learning Approach to Mapping Agricultural Fields Across Sub-Saharan Africa,,0,
2013,12,F,C13F,"Grossman, RH and Guan, K and Estes, LD and Caylor, K.K. and Dandois, JP","Grossman, R.H.","Guan, K.","Estes, L.D.","Caylor, K.K.","Dandois, J.P.",,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Closing Scale Gaps in Ecological Research using Unmanned Aerial Vehicles: a meta-data synthesis,,0,
2013,12,G,C13G,"Li, S and Levin, N and Soderberg, K and Dennis, KJ and Caylor, K.K.","Li, S.","Levin, N.","Soderberg, K.","Dennis, K.J.","Caylor, K.K.",,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,"The triple oxygen isotope composition of leaf waters in Mpala, central Kenya",,0,
2013,12,H,C13H,"Gerlein, C and Wolf, A and Caylor, K.K.","Gerlein, C.","Wolf, A.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Stable isotopes in plant physiology: using water isotopes to study water fluxes in a temperate forest,,0,
2013,12,I,C13I,"Soderberg, K and Gerlein, C and Kemeny, PC and Caylor, K.K.","Soderberg, K.","Gerlein, C.","Kemeny, P.C.","Caylor, K.K.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Isotopic equilibrium between precipitation and water vapor: evidence from continental rains in central Kenya,,0,
2013,12,J,C13J,"Estes, LD and Chaney, N and Herrera-Estrada, J and Caylor, K.K. and Sheffield, J and Wood, EF","Estes, L.D.","Chaney, N.","Herrera-Estrada, J.","Caylor, K.K.","Sheffield, J.","Wood, E.F.",,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Spatial trends in evapotranspiration components over Africa between 1979 and 2012 and their relative influence on crop water use,,0,
2013,12,K,C13K,"Evans, TP and McCord, PF and McBride, L and Gower, D and Caylor, K.K.","Evans, T.P.","McCord, P.F.","McBride, L.","Gower, D.","Caylor, K.K.",,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Water Governance and Adaptation to Disturbances in Irrigated Semi-Arid Agricultural Systems,,0,
2013,12,L,C13L,"Guan, K and Good, SP and Caylor, K.K.","Guan, K.","Good, S.P.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Seasonal rainfall variability and its significance to terrestrial ecosystems in Africa,,0,
2013,12,M,C13M,"Sheffield, J and Wood, EF and Chaney, N and Fisher, CK and Caylor, K.K.","Sheffield, J.","Wood, E.F.","Chaney, N.","Fisher, C.K.","Caylor, K.K.",,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,A Seamless Framework for Global Water Cycle Monitoring and Prediction,,0,
2013,12,N,C13N,"O'Donnell, FC and Caylor, K.K. and Gerlein, C and Bhattachan, A","O'Donnell, F.C.","Caylor, K.K.","Gerlein, C.","Bhattachan, A.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Ground penetrating radar measurements show a spatial relationship between coarse root biomass and soil carbon abundance,,0,
2013,12,O,C13O,"O'Donnell, FC and Caylor, K.K. and Bhattachan, A and Dintwe, K and D'Odorico, P and Okin, GS","O'Donnell, F.C.","Caylor, K.K.","Bhattachan, A.","Dintwe, K.","D'Odorico, P.","Okin, G.S.",,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Species-level diversity of belowground structure in savanna woody plants,,0,
2012,8,A,C12A,"O'Donnell, Frances C and Caylor, Kelly K and D'Odorico, Paolo and Okin, Gregory S and Bhattachan, Abinash and Dintwe, Kebonye","O'Donnell, F.C.","Caylor, K.K.","D'Odorico, P.","Okin, G.S.","Bhattachan, A.","Dintwe, K.",,,,,,,,,,,,,,,,97th Ecological Society of Annual Meeting,,,,,Inter-annual rainfall variability supports coexistence of savanna tree and shrub species with dimorphic rooting strategies,,0,
2012,4,B,C12B,"Caylor, K and Rodriguez-Iturbe, I","Caylor, K.","Rodriguez-Iturbe, I.",,,,,,,,,,,,,,,,,,,,European Geophysical Union General Assembly Conference,,,,11550,Scale-dependent controls on the metabolic organization of river basins,14,0,
2012,4,C,C12C,"Soderberg, K and Good, SP and O'Connor, M and King, EG and Caylor, K.K.","Soderberg, K.","Good, S.P.","O'Connor, M.","King, E.G.","Caylor, K.K.",,,,,,,,,,,,,,,,,European Geophysical Union General Assembly Conference,,,,12493,Evapotranspiration partitioning in a semi-arid African savanna using stable isotopes of water vapor,14,0,
2012,12,D,C12D,"Caylor, K.K. and Good, SP and Guan, K","Caylor, K.K.","Good, S.P.","Guan, K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,When change is more of the same: The increasing importance of hydrological variability in drylands,,0,
2012,12,E,C12E,"Guan, K and Wood, EF and Medvigy, D and Caylor, K.K.","Guan, K.","Wood, E.F.","Medvigy, D.","Caylor, K.K.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Quantify the impacts of seasonal variability in precipitation on vegetation structure in Africa,,0,
2012,12,F,C12F,"Caylor, K.K. and Estes, LD and Evans, T and Sweeney, S","Caylor, K.K.","Estes, L.D.","Evans, T.","Sweeney, S.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Examining Zambian Farmers' Response to Drought: A Remotely-sensed Analysis of Changes in Sowing Dates,,0,
2012,12,G,C12G,"Debats, SR and Caylor, K.K. and Estes, LD and Chaney, N and Sheffield, J","Debats, S.R.","Caylor, K.K.","Estes, L.D.","Chaney, N.","Sheffield, J.",,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Interacting Effects of Heat Stress and Soil Moisture Stress on Crop Yield Losses in Dryland Agriculture,,0,
2012,12,H,C12H,"Nadeau, P and Caylor, K.K. and Good, SP and Guan, K","Nadeau, P.","Caylor, K.K.","Good, S.P.","Guan, K.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Climate and ecosystem structure as drivers of regional fuel load accumulation and subsequent fire regimes in Africa,,0,
2012,12,I,C12I,"Manfreda, S and Pizzolla, T and Caylor, K.K.","Manfreda, S.","Pizzolla, T.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Effects Climate Change on Water Resources Availability and Vegetation Patterns,,0,
2012,12,J,C12J,"Riihimaki, CA and Sealfon, CD and Paine, EN and O'Donnell, FC and Caylor, K.K. and Wilcove, DS","Riihimaki, C.A.","Sealfon, C.D.","Paine, E.N.","O'Donnell, F.C.","Caylor, K.K.","Wilcove, D.S.",,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Princeton Science and Engineering Education Initiative: Revising Undergraduate Environmental Science Courses,,0,
2012,12,K,C12K,"Estes, LD and Caylor, K.K. and Choi, J","Estes, L.D.","Caylor, K.K.","Choi, J.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Turkers in Africa: A Crowdsourcing Approach to Improving Agricultural Landcover Maps,,0,
2012,12,L,C12L,"O'Connor, M and Good, SP and Caylor, K.K.","O'Connor, M.","Good, S.P.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,A multi-year record of flux measurements in East Africa: coupling eddy-covariance with high-frequency water isotope observations,,0,
2012,12,M,C12M,"D'Odorico, P and Bhattachan, A and Tatlhego, M and Dintwe, K and O'Donnell, FC and Caylor, K.K. and Okin, GS and Perrot, D and Ringrose, S","D'Odorico, P.","Bhattachan, A.","Tatlhego, M.","Dintwe, K.","O'Donnell, F.C.","Caylor, K.K.","Okin, G.S.","Perrot, D.","Ringrose, S.",,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Hydrologic controls on patterns of below ground woody biomass in savannas,,0,
2012,12,N,C12N,"Good, SP and Rodriguez-Iturbe, I and Caylor, K.K.","Good, S.P.","Rodriguez-Iturbe, I.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Stochastic modeling of 3D variability ecosystem structure and function,,0,
2012,12,O,C12O,"Soderberg, K and Gitonga, JM and Caylor, K.K.","Soderberg, K.","Gitonga, J.M.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Establishing a water isotope framework for investigating ecosystem functioning and agricultural water use in central Kenya,,0,
2012,12,P,C12P,"Evans, T and Cox, M and McCord, P and Caylor, K.K. and Washington-Ottombre, C and Soderberg, K and Sadri, S","Evans, T.","Cox, M.","McCord, P.","Caylor, K.K.","Washington-Ottombre, C.","Soderberg, K.","Sadri, S.",,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,"Water governance, agricultural development and community-level resilience to climate change",,0,
2012,12,Q,C12Q,"Wolf, A and Falusi, J and Caylor, K.K. and Sheffield, J and Wood, EF","Wolf, A.","Falusi, J.","Caylor, K.K.","Sheffield, J.","Wood, E.F.",,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,A GSM-based surface meteorology network in service of improved African hydrological data assimilation and drought forecasting,,0,
2011,12,A,C11A,"Manoli, G and Chavarro-Rincon, D and Marani, M and Putti, M and Wolski, P and Murray-Hudson, M and Caylor, K.K.","Manoli, G.","Chavarro-Rincon, D.","Marani, M.","Putti, M.","Wolski, P.","Murray-Hudson, M.","Caylor, K.K.",,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Groundwater-vegetation interactions in the small-scale dynamics of the Okavango Delta,,0,
2011,12,B,C11B,"Caylor, K.K. and Good, SP and Soderberg, K and King, E","Caylor, K.K.","Good, S.P.","Soderberg, K.","King, E.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Savanna Grassland Transpiration Fluxes After A Water Pulse Using Stable Isotope And Eddy Covariance Techniques,,0,
2011,12,C,C11C,"Dintwe, K and Okin, G and D'Odorico, P and Caylor, K.K. and O'Donnell, FC and Bhattachan, A","Dintwe, K.","Okin, G.","D'Odorico, P.","Caylor, K.K.","O'Donnell, F.C.","Bhattachan, A.",,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Soil organic carbon and nitrogen content in savannas: Potential impacts of climate change,,0,
2011,12,D,C11D,"O'Donnell, FC and Caylor, K.K.","O'Donnell, F.C.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Influence of rainfall climatology and coarse root structure on water use and carbon uptake by savanna trees,,0,
2011,12,E,C11E,"Good, SP and Soderberg, K and Wang, L and Caylor, K.K.","Good, S.P.","Soderberg, K.","Wang, L.","Caylor, K.K.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Uncertainty in estimates of the isotopic composition of water vapor fluxes: direct comparison of techniques using laser-based analyzers,,0,
2011,12,F,C11F,"Sheffield, Justin and Herrera-Estrada, Julio E and Caylor, K.K. and Wood, Eric F","Sheffield, J.","Herrera-Estrada, J.E.","Caylor, K.K.","Wood, E.F.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,"Drought, Climate Change and Potential Agricultural Productivity",,0,
2010,12,A,C10A,"Mladenov, N and Okin, GS and O'Donnell, FC and D'Odorico, P and Meyer, T and Dintwe, K and Caylor, K.K. and Kim, S and Ringrose, S","Mladenov, N.","Okin, G.S.","O'Donnell, F.C.","D'Odorico, P.","Meyer, T.","Dintwe, K.","Caylor, K.K.","Kim, S.","Ringrose, S.",,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Linking soil moisture with chemical quality of soil organic matter to evaluate belowground carbon storage in savannas,,0,
2010,12,B,C10B,"Franz, T.E. and Nolan, JT and Caylor, K.K. and Nordbotten, JM and Slater, LD","Franz, T.E.","Nolan, J.T.","Caylor, K.K.","Nordbotten, J.M.","Slater, L.D.",,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Measurement and Modeling of Lateral Subsurface Transient Soil Moisture Dynamics Using Multi-Point Direct-Current Resistivity in Homogeneous Sand,,0,
2010,12,C,C10C,"Good, SP and Wang, L and Caylor, K.K.","Good, S.P.","Wang, L.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Isotope Techniques For The Partitioning of Evapotranspiration Into Its Constituent Components,,0,
2010,12,D,C10D,"Caylor, K.K. and Franz, T.E. and King, E and Robinson, D","Caylor, K.K.","Franz, T.E.","King, E.","Robinson, D.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Drivers of emergent vegetation pattern formation at hillslope scales in a central Kenya dryland,,0,
2010,12,E,C10E,"Guan, K and Wood, EF and Caylor, K.K.","Guan, K.","Wood, E.F.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Multi-sensor synthesis of vegetation pattern over a large climatic gradient transect in Africa,,0,
2010,12,F,C10F,"O'Donnell, FC and Caylor, K.K. and D'Odorico, P and Okin, GS and Bhattachan, A and Dintwe, K","O'Donnell, F.C.","Caylor, K.K.","D'Odorico, P.","Okin, G.S.","Bhattachan, A.","Dintwe, K.",,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Coarse root structure in water-limited ecosystems: Results of large-scale tree and shrub excavations across a rainfall gradient in Southern Africa,,0,
2010,12,G,C10G,"Wang, L and Good, SP and Caylor, K.K.","Wang, L.","Good, S.P.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,A New Method to Quantify the Isotopic Signature of Leaf Transpiration: Implications for Landscape-Scale Evapotranspiration Partitioning Studies,,0,
2010,4,H,C10H,"O'Donnell, Frances and Caylor, Kelly","O'Donnell, F.","Caylor, K.",,,,,,,,,,,,,,,,,,,,European Geophysical Union General Assembly Conference,,,,13765,"Accounting for"" hot spots"" and"" hot moments"" in soil carbon models for water-limited ecosystems",12,0,
2009,12,A,C09A,"O'Donnell, FC and Caylor, K.K.","O'Donnell, F.C.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Soil CO2 Fluxes Following Wetting Events: Field Observations and Modeling,,0,
2009,12,B,C09B,"Guan, K and Wood, EF and Caylor, K.K. and Li, H","Guan, K.","Wood, E.F.","Caylor, K.K.","Li, H.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Attributions of Vegetation Productivity along a Climate Gradient Transect in Eastern African Savanna,,0,
2009,12,C,C09C,"Franz, T.E. and Nolan, JT and Caylor, K.K. and Slater, LD","Franz, T.E.","Nolan, J.T.","Caylor, K.K.","Slater, L.D.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Measurement and modeling of mass-infiltration events into macropores,,0,
2009,4,D,C09D,"Wang, L and Caylor, K and Dragoni, D","Wang, L.","Caylor, K.","Dragoni, D.",,,,,,,,,,,,,,,,,,,European Geophysical Union General Assembly Conference,,,,3310,Continuous measurements of water vapor isotopic compositions using an integrated cavity output spectrometer: calibrations and applications,11,0,
2009,12,E,C09E,"Caylor, K.K.",,,,,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Land degradation in dryland regions: An ecohydrological framework,,0,
2009,12,F,C09F,"Wang, L and Caylor, K.K. and Good, SP and Villegas, JC and Breshears, DD","Wang, L.","Caylor, K.K.","Good, S.P.","Villegas, J.C.","Breshears, D.D.",,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Landscape-scale observations of plant water use using continuous stable isotope monitoring,,0,
2009,4,G,C09G,"Wang, L and Caylor, K and Macko, S and Shugart, H","Wang, L.","Caylor, K.","Macko, S.","Shugart, H.",,,,,,,,,,,,,,,,,,European Geophysical Union General Assembly Conference,,,,3298,Integrating hydrology and biogeochemistry in drylands: the Kalahari Transect as a model ecosystem,,0,
2008,6,A,C08A,"Caylor, Kelly K and Scanlon, Todd M and Rodriguez-Iturbe, Ignacio","Caylor, K.K.","Scanlon, T.M.","Rodriguez-Iturbe, I.",,,,,,,,,,,,,,,,,,,Water and the Environment: Proceedings of the Workshop in the Vatican Academy of Sciences,,,,,Ecohydrological optimization of pattern and processes in water-limited ecosystems,,0,
2008,12,B,C08B,"Vinukollu, RK and Caylor, K and Wood, EF","Vinukollu, R.K.","Caylor, K.","Wood, E.F.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Evaluation of a global evapotranspiration product using FLUXNET data,,0,
2008,8,C,C08C,"Caylor, K.K. and Scanlon, Todd","Caylor, K.K.","Scanlon, T.",,,,,,,,,,,,,,,,,,,,The 93rd Ecological Society of America Annual Meeting,,,,,OOS 13-6: Transitions between facilitative/competitive effects of tree canopies on herbaceous productivity via impacts on energy/water balance,,0,
2008,5,D,C08D,"Caylor, K.K. and Franz, T.E.","Caylor, K.K.","Franz, T.",,,,,,,,,,,,,,,,,,,,The 2008 Joint Annual Meeting,,,,,Using Geophysical Measurements to Infer Subsurface Vegetation Patterns and Processes.,,0,
2008,7,E,C08E,"Dragoni, D and Caylor, K.K.","Dragoni, D.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,,VII International Workshop on Sap Flow 846,,,,69--76,Decoupling Structural and Environmental Determinants of Sap Velocity Using Heat Pulse Methods,,0,
2008,12,F,C08F,"Franz, T.E. and King, EG and Lester, A and Caylor, K.K. and Nordbotten, J and Celia, MA and Rodriguez-Iturbe, I","Franz, T.E.","King, E.G.","Lester, A.","Caylor, K.K.","Nordbotten, J.","Celia, M.A.","Rodriguez-Iturbe, I.",,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Ecohydrologic Modeling of Hillslope Scale Processes in Dryland Ecosystems,,0,
2008,12,G,C08G,"Caylor, K.K. and Franz, T.","Caylor, K.K.","Franz, T.",,,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Impacts of climate variability on functional diversity and species distribution in dryland ecosystems,,0,
2008,8,H,C08H,"Franz, T.E. and King, Elizabeth and Lester, Alex and Caylor, Kelly K and Celia, Michael and Rodriguez-Iturbe, Ignacio and Rubenstein, Daniel I","Franz, T.","King, E.","Lester, A.","Caylor, K.K.","Celia, M.","Rodriguez-Iturbe, I.","Rubenstein, D.I.",,,,,,,,,,,,,,,The 93rd Ecological Society of American Annual Meeting,,,,,OOS 2-1: Differences in small-scale water balance by representative hydrologic units of central Kenya,,0,
2008,12,I,C08I,"Wang, L and Caylor, K and Dragoni, D","Wang, L.","Caylor, K.","Dragoni, D.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Measuring hourly 18O and 2H fluxes in a mixed hardwood forest using an integrated cavity output spectrometer,,0,
2007,12,A,C07A,"Lindner, GA and Caylor, K.K.","Lindner, G.A.","Caylor, K.K.",,,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Assessing the Impact of Spatial Scaling on Empirical Runoff Ratio Models within a Heterogeneous Suburbanizing Watershed in Central Indiana,,0,
2007,12,B,C07B,"Caylor, K.K. and Dragoni, D","Caylor, K.K.","Dragoni, D.",,,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Decoupling structural and environmental determinants of sap velocity,,0,
2007,5,C,C07C,"Caylor, K.K. and D'Odorico, P and Okin, GS","Caylor, K.K.","D'Odorico, P.","Okin, G.S.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Evidence and implications of soil moisture-vegetation feedbacks in semiarid savannas,,0,
2006,12,A,C06A,"Scanlon, TM and D'Odorico, P and Okin, GS and Caylor, K.K.","Scanlon, T.M.","D'Odorico, P.","Okin, G.S.","Caylor, K.K.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Effects of mean annual rainfall on landscape-level distributions of soil moisture and soil development in a semi-arid ecosystem,,0,
